ciudad,departamento,tipo,bathrooms,ambientes,habitaciones,metros,price
valledupar,cesar,apartamento,1.0,,2.0,50.0,600000.0
valledupar,cesar,apartaestudio,1.0,,1.0,37.0,1500000.0
valledupar,cesar,apartamento,1.0,,1.0,40.0,700000.0
valledupar,cesar,casa,1.0,,2.0,50.0,650000.0
valledupar,cesar,apartamento,2.0,,3.0,55.0,750000.0
valledupar,cesar,oficina,1.0,1.0,,50.0,900000.0
valledupar,cesar,casa,3.0,,3.0,126.0,900000.0
valledupar,cesar,local,1.0,1.0,,70.0,5000000.0
valledupar,cesar,apartamento,3.0,,4.0,47.0,1040000.0
valledupar,cesar,oficina,4.0,1.0,,179.0,3500000.0
valledupar,cesar,local,1.0,1.0,,25.0,380000.0
valledupar,cesar,apartamento,2.0,,3.0,72.0,1500000.0
valledupar,cesar,apartamento,1.0,,2.0,83.0,1780000.0
valledupar,cesar,apartaestudio,1.0,,1.0,45.0,1800000.0
valledupar,cesar,apartamento,1.0,,3.0,50.0,500000.0
valledupar,cesar,apartamento,2.0,,3.0,63.0,770000.0
valledupar,cesar,casa,3.0,,3.0,126.0,900000.0
valledupar,cesar,casa,3.0,,4.0,287.0,1100000.0
valledupar,cesar,apartaestudio,1.0,,1.0,60.0,500000.0
valledupar,cesar,apartamento,2.0,,2.0,86.0,980000.0
valledupar,cesar,apartamento,2.0,,2.0,57.0,900000.0
valledupar,cesar,apartamento,2.0,,3.0,75.0,85000.0
valledupar,cesar,apartamento,1.0,,3.0,53.0,500000.0
valledupar,cesar,casa,2.0,,2.0,67.0,550000.0
valledupar,cesar,casa,2.0,,3.0,102.0,700000.0
valledupar,cesar,apartamento,2.0,,3.0,70.0,1000000.0
valledupar,cesar,habitación,1.0,,1.0,4.0,450000.0
bucaramanga,santander,local,2.0,,,225.0,5000000.0
bucaramanga,santander,apartamento,2.0,,3.0,65.0,896000.0
bucaramanga,santander,apartamento,2.0,,3.0,99.0,2600000.0
bucaramanga,santander,bodega,4.0,,1.0,1022.0,15000000.0
bucaramanga,santander,local,1.0,,,39.0,2400000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,35.0,850000.0
bucaramanga,santander,local,2.0,1.0,,180.0,6500000.0
bucaramanga,santander,apartamento,2.0,,2.0,60.0,970000.0
bucaramanga,santander,local,1.0,,,30.0,1700000.0
bucaramanga,santander,casa,4.0,,4.0,200.0,3800000.0
bucaramanga,santander,local,,1.0,,23.0,3000000.0
bucaramanga,santander,local,2.0,1.0,,315.0,8000000.0
bucaramanga,santander,local,1.0,,,25.0,900000.0
bucaramanga,santander,apartamento,2.0,,2.0,55.0,950000.0
bucaramanga,santander,apartamento,3.0,,3.0,137.0,1180000.0
bucaramanga,santander,consultorio,,1.0,,65.0,4050000.0
bucaramanga,santander,local,4.0,1.0,,92.0,13000000.0
bucaramanga,santander,local,1.0,1.0,,81.0,1050000.0
bucaramanga,santander,apartamento,2.0,,2.0,28.0,1050000.0
bucaramanga,santander,oficina,,,,64.0,800000.0
bucaramanga,santander,apartamento,2.0,,2.0,43.0,900000.0
bucaramanga,santander,apartamento,1.0,,2.0,40.0,650000.0
bucaramanga,santander,bodega,5.0,,,4415.0,57300000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,30.0,750000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,32.0,800000.0
bucaramanga,santander,casa,2.0,,3.0,84.0,1150000.0
bucaramanga,santander,apartamento,2.0,,3.0,90.0,2363000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,27.0,750000.0
bucaramanga,santander,apartamento,3.0,,3.0,104.0,1250000.0
bucaramanga,santander,bodega,1.0,,,9.0,2100000.0
bucaramanga,santander,casa,3.0,,4.0,259.0,2300000.0
bucaramanga,santander,casa,2.0,,4.0,110.0,3300000.0
bucaramanga,santander,apartamento,3.0,,3.0,89.0,1383000.0
bucaramanga,santander,casa,5.0,,4.0,155.0,4500000.0
bucaramanga,santander,apartamento,2.0,,3.0,98.0,1300000.0
bucaramanga,santander,apartamento,1.0,,2.0,64.0,900000.0
bucaramanga,santander,local,2.0,1.0,,168.0,5800000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,48.0,1480000.0
bucaramanga,santander,local,1.0,1.0,,29.0,1000000.0
bucaramanga,santander,oficina,1.0,,,15.0,850000.0
bucaramanga,santander,apartamento,2.0,,3.0,80.0,1100000.0
bucaramanga,santander,local,1.0,1.0,,50.0,1100000.0
bucaramanga,santander,apartamento,2.0,,3.0,100.0,2850000.0
bucaramanga,santander,local,2.0,1.0,,66.0,2000000.0
bucaramanga,santander,apartamento,3.0,,4.0,99.0,2000000.0
bucaramanga,santander,apartamento,2.0,,2.0,110.0,800000.0
bucaramanga,santander,apartamento,4.0,,3.0,4.0,2600000.0
bucaramanga,santander,apartamento,2.0,,3.0,2.0,900000.0
bucaramanga,santander,apartamento,3.0,,4.0,175.0,2624000.0
bucaramanga,santander,apartamento,2.0,,2.0,73.0,2430000.0
bucaramanga,santander,local,2.0,1.0,,180.0,5000000.0
bucaramanga,santander,apartamento,3.0,,3.0,220.0,3500000.0
bucaramanga,santander,casa,,,,250.0,4000000.0
bucaramanga,santander,apartamento,2.0,,2.0,78.0,2500000.0
bucaramanga,santander,casa,4.0,,4.0,232.0,3200000.0
bucaramanga,santander,apartamento,1.0,,1.0,40.0,700000.0
bucaramanga,santander,apartamento,1.0,,2.0,50.0,900000.0
bucaramanga,santander,oficina,1.0,,,35.0,1000000.0
bucaramanga,santander,local,3.0,1.0,,240.0,2200000.0
bucaramanga,santander,apartamento,2.0,,2.0,60.0,1150000.0
bucaramanga,santander,local,1.0,,,28.0,2000000.0
bucaramanga,santander,oficina,1.0,,,43.0,1088000.0
bucaramanga,santander,apartamento,3.0,,3.0,138.0,2900000.0
bucaramanga,santander,apartamento,2.0,,2.0,64.0,1200000.0
bucaramanga,santander,apartamento,1.0,,2.0,49.0,690000.0
bucaramanga,santander,oficina,,,,25.0,1200000.0
bucaramanga,santander,apartamento,3.0,,3.0,100.0,2100000.0
bucaramanga,santander,local,1.0,,,30.0,861000.0
bucaramanga,santander,local,2.0,,,500.0,15000000.0
bucaramanga,santander,oficina,1.0,,,20.0,600000.0
bucaramanga,santander,casa_campestre,5.0,,4.0,400.0,7000000.0
bucaramanga,santander,apartamento,2.0,,3.0,70.0,1100000.0
bucaramanga,santander,casa,3.0,,3.0,121.0,2500000.0
bucaramanga,santander,local,2.0,1.0,,55.0,2100000.0
bucaramanga,santander,apartamento,2.0,,4.0,130.0,1300000.0
bucaramanga,santander,bodega,1.0,,1.0,330.0,5500000.0
bucaramanga,santander,apartamento,2.0,,3.0,65.0,1500000.0
bucaramanga,santander,local,1.0,,,24.0,800000.0
bucaramanga,santander,local,1.0,1.0,,26.0,1100000.0
bucaramanga,santander,apartamento,1.0,,1.0,32.0,800000.0
bucaramanga,santander,local,1.0,,,15.0,580000.0
bucaramanga,santander,local,1.0,,,22.0,1850000.0
bucaramanga,santander,oficina,1.0,1.0,,11.0,757000.0
bucaramanga,santander,oficina,4.0,1.0,,230.0,2500000.0
valledupar,cesar,local,,1.0,,68.0,900000.0
valledupar,cesar,apartamento,2.0,,2.0,63.0,950000.0
valledupar,cesar,apartamento,2.0,,3.0,79.0,850000.0
valledupar,cesar,edificio,3.0,,,275.0,80000.0
valledupar,cesar,local,2.0,,,220.0,9000000.0
valledupar,cesar,apartamento,2.0,,3.0,80.0,750000.0
valledupar,cesar,edificio,4.0,,,333.0,40000.0
valledupar,cesar,apartamento,4.0,,3.0,170.0,2000000.0
valledupar,cesar,local,,,,38.0,1200000.0
valledupar,cesar,casa,3.0,,3.0,120.0,1700000.0
valledupar,cesar,local,,,,260.0,19500000.0
valledupar,cesar,apartamento,3.0,,3.0,110.0,1200000.0
valledupar,cesar,apartamento,1.0,,2.0,49.0,650000.0
valledupar,cesar,casa,3.0,,4.0,300.0,1250000.0
valledupar,cesar,local,,,,60.0,4000000.0
valledupar,cesar,casa,2.0,,5.0,465.0,2000000.0
valledupar,cesar,local,,1.0,,6.0,1250000.0
valledupar,cesar,apartamento,2.0,,2.0,80.0,900000.0
valledupar,cesar,apartamento,3.0,,4.0,280.0,2100000.0
valledupar,cesar,apartamento,2.0,,3.0,80.0,750000.0
valledupar,cesar,apartamento,2.0,,3.0,93.0,1300000.0
bucaramanga,santander,apartamento,2.0,,3.0,56.0,1100000.0
bucaramanga,santander,edificio,10.0,,1.0,450.0,7000000.0
bucaramanga,santander,oficina,8.0,,,450.0,17900000.0
bucaramanga,santander,casa,3.0,,7.0,280.0,3600000.0
bucaramanga,santander,casa,5.0,,3.0,170.0,3100000.0
bucaramanga,santander,local,2.0,,,118.0,3800000.0
bucaramanga,santander,local,1.0,,,20.0,1100000.0
bucaramanga,santander,local,2.0,1.0,,217.0,1200000.0
bucaramanga,santander,apartamento,2.0,,2.0,70.0,1400000.0
bucaramanga,santander,local,1.0,,,80.0,2500000.0
bucaramanga,santander,apartamento,2.0,,2.0,55.0,970000.0
bucaramanga,santander,oficina,1.0,1.0,,14.0,500000.0
bucaramanga,santander,local,1.0,,,67.0,2500000.0
bucaramanga,santander,apartamento,1.0,,2.0,40.0,800000.0
bucaramanga,santander,bodega,1.0,,,117.0,2500000.0
bucaramanga,santander,local,3.0,,,522.0,22000000.0
bucaramanga,santander,apartamento,2.0,,3.0,80.0,1400000.0
bucaramanga,santander,oficina,1.0,1.0,,41.0,2200000.0
bucaramanga,santander,local,2.0,1.0,,76.0,2100000.0
bucaramanga,santander,oficina,,,,26.0,1300000.0
bucaramanga,santander,bodega,1.0,,,200.0,3300000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,31.0,980000.0
bucaramanga,santander,local,1.0,1.0,,3.0,1261600.0
bucaramanga,santander,casa,2.0,,3.0,115.0,1300000.0
bucaramanga,santander,oficina,1.0,,,41.0,2000000.0
bucaramanga,santander,casa,2.0,,6.0,320.0,5800000.0
bucaramanga,santander,apartamento,3.0,,3.0,160.0,4500000.0
bucaramanga,santander,consultorio,1.0,1.0,,25.0,1100000.0
bucaramanga,santander,apartamento,2.0,,3.0,78.0,2400000.0
bucaramanga,santander,apartamento,2.0,,2.0,80.0,2500000.0
bucaramanga,santander,apartamento,1.0,,2.0,42.0,700000.0
bucaramanga,santander,casa,9.0,,18.0,1050.0,25000000.0
bucaramanga,santander,apartamento,1.0,,3.0,55.0,1100000.0
bucaramanga,santander,oficina,1.0,,,25.0,550000.0
bucaramanga,santander,local,1.0,1.0,,53.0,1300000.0
bucaramanga,santander,oficina,1.0,1.0,,14.0,400000.0
bucaramanga,santander,local,1.0,,,12.0,900000.0
bucaramanga,santander,apartamento,2.0,,3.0,105.0,1324000.0
bucaramanga,santander,local,5.0,,,430.0,12000000.0
bucaramanga,santander,casa,7.0,,7.0,430.0,6000000.0
bucaramanga,santander,local,1.0,1.0,,36.0,3000000.0
bucaramanga,santander,apartamento,2.0,,3.0,60.0,1400000.0
bucaramanga,santander,local,4.0,1.0,,357.0,10000000.0
bucaramanga,santander,local,1.0,1.0,,90.0,3500000.0
bucaramanga,santander,casa,,,,226.0,4900000.0
bucaramanga,santander,casa,7.0,,5.0,388.0,15000000.0
bucaramanga,santander,apartamento,2.0,,4.0,132.0,1900000.0
bucaramanga,santander,local,1.0,1.0,,48.0,1200000.0
bucaramanga,santander,local,1.0,1.0,,36.0,1100000.0
bucaramanga,santander,local,1.0,,,24.0,950000.0
bucaramanga,santander,oficina,2.0,,,60.0,1500000.0
bucaramanga,santander,local,1.0,1.0,,80.0,2000000.0
bucaramanga,santander,local,1.0,,,30.0,950000.0
bucaramanga,santander,oficina,,,,22.0,680000.0
bucaramanga,santander,bodega,2.0,,1.0,217.0,1400000.0
bucaramanga,santander,edificio,9.0,,,2975.0,15000000.0
bucaramanga,santander,apartamento,1.0,,2.0,60.0,950000.0
bucaramanga,santander,local,3.0,1.0,,180.0,4000000.0
bucaramanga,santander,casa,5.0,,5.0,450.0,5000000.0
bucaramanga,santander,oficina,1.0,,,50.0,1000000.0
bucaramanga,santander,local,1.0,1.0,,45.0,1545000.0
bucaramanga,santander,oficina,1.0,,,33.0,850000.0
bucaramanga,santander,oficina,1.0,1.0,,13.0,400000.0
bucaramanga,santander,local,1.0,1.0,,80.0,2800000.0
bucaramanga,santander,oficina,1.0,,,53.0,730000.0
bucaramanga,santander,local,2.0,1.0,,98.0,6000000.0
bucaramanga,santander,bodega,,,1.0,400.0,50000000.0
bucaramanga,santander,oficina,1.0,1.0,,250.0,7000000.0
bucaramanga,santander,local,,,,30.0,650000.0
bucaramanga,santander,local,1.0,1.0,,50.0,1400000.0
bucaramanga,santander,apartamento,1.0,,2.0,60.0,900000.0
bucaramanga,santander,local,1.0,,,4.0,550000.0
bucaramanga,santander,apartamento,1.0,,2.0,45.0,700000.0
bucaramanga,santander,local,1.0,,,14.0,900000.0
bucaramanga,santander,local,2.0,,,63.0,2300000.0
bucaramanga,santander,apartamento,2.0,,3.0,107.0,1400000.0
bucaramanga,santander,apartamento,2.0,,3.0,180.0,3500000.0
bucaramanga,santander,apartamento,4.0,,4.0,132.0,2400000.0
bucaramanga,santander,oficina,1.0,,,60.0,1200000.0
bucaramanga,santander,apartamento,2.0,,3.0,63.0,750000.0
bucaramanga,santander,local,1.0,1.0,,14.0,750000.0
bucaramanga,santander,local,,1.0,,6.0,600000.0
bucaramanga,santander,local,,1.0,,18.0,460000.0
bucaramanga,santander,apartamento,1.0,,3.0,66.0,1100000.0
bucaramanga,santander,apartamento,3.0,,3.0,106.0,1800000.0
bucaramanga,santander,oficina,,1.0,,31.0,650000.0
bucaramanga,santander,edificio,4.0,,,360.0,8000000.0
bucaramanga,santander,casa,5.0,,8.0,450.0,8000000.0
bucaramanga,santander,apartamento,1.0,,2.0,50.0,900000.0
bucaramanga,santander,apartamento,2.0,,3.0,67.0,1210200.0
bucaramanga,santander,edificio,7.0,,1.0,1503.0,18000000.0
bucaramanga,santander,apartamento,3.0,,3.0,198.0,3500000.0
bucaramanga,santander,apartaestudio,1.0,,1.0,24.0,800000.0
bucaramanga,santander,bodega,2.0,,1.0,227.0,5000000.0
bucaramanga,santander,casa,3.0,,6.0,280.0,8000000.0
bucaramanga,santander,oficina,,,,25.0,800000.0
bucaramanga,santander,casa,3.0,,5.0,315.0,6500000.0
bucaramanga,santander,consultorio,2.0,,,90.0,1500000.0
bucaramanga,santander,apartamento,2.0,,3.0,110.0,2200000.0
bucaramanga,santander,casa,4.0,,4.0,264.0,3850000.0
bucaramanga,santander,casa,7.0,,6.0,388.0,12500000.0
bucaramanga,santander,local,1.0,1.0,,30.0,900000.0
bucaramanga,santander,oficina,1.0,,,51.0,900000.0
bucaramanga,santander,casa,6.0,,5.0,1500.0,7000000.0
bucaramanga,santander,apartamento,3.0,,4.0,116.0,2000000.0
bucaramanga,santander,oficina,1.0,1.0,,80.0,2600000.0
bucaramanga,santander,apartamento,2.0,,3.0,80.0,1360000.0
bucaramanga,santander,casa,3.0,,6.0,189.0,2100000.0
bucaramanga,santander,apartamento,2.0,,3.0,78.0,1700000.0
bucaramanga,santander,local,1.0,,,106.0,2800000.0
bucaramanga,santander,apartamento,2.0,,3.0,13.0,2000000.0
bucaramanga,santander,apartamento,2.0,,2.0,64.0,1650000.0
bucaramanga,santander,apartamento,2.0,,2.0,80.0,1050000.0
bucaramanga,santander,casa,3.0,,4.0,430.0,2300000.0
bucaramanga,santander,apartamento,2.0,,2.0,62.0,1600000.0
bucaramanga,santander,casa,3.0,,5.0,280.0,4000000.0
bucaramanga,santander,apartamento,2.0,,3.0,6.0,1100000.0
bucaramanga,santander,apartamento,2.0,,3.0,98.0,2000000.0
bucaramanga,santander,oficina,1.0,,,82.0,2500000.0
bucaramanga,santander,apartamento,2.0,,3.0,100.0,2992000.0
bucaramanga,santander,casa,1.0,,2.0,49.0,750000.0
bucaramanga,santander,apartamento,1.0,,2.0,50.0,860000.0
bucaramanga,santander,bodega,6.0,,1.0,1000.0,20000000.0
bucaramanga,santander,apartamento,2.0,,2.0,66.0,1600000.0
bucaramanga,santander,apartamento,2.0,,3.0,55.0,1200000.0
bucaramanga,santander,apartamento,2.0,,3.0,60.0,1100000.0
