estrato,url,tipo,baths,rooms,area,precio,antiguedad,ciudad,departamento,lat,long
6,https://www.fincaraiz.com.co/local-en-arriendo/10928116,local,,1,26.0,1300000,1 a 8 años,armenia,quindio,4.535959,-75.663438
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191094573,apartamento,2,3,88.0,2000000,1 a 8 años,armenia,quindio,4.5411013,-75.6641587
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/11041394,apartamento,1,1,35.0,2100000,1 a 8 años,armenia,quindio,4.5588581739691,-75.655182955499
3,https://www.fincaraiz.com.co/casa-en-arriendo/191248371,casa,2,3,80.0,800000,1 a 8 años,armenia,quindio,4.5379396,-75.6766551
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10995791,apartamento,2,2,55.0,1800000,,armenia,quindio,4.5389071922294,-75.663034915924
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191301304,apartamento,1,3,58.0,720000,1 a 8 años,armenia,quindio,4.5182243,-75.719243
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191285092,apartamento,2,2,62.0,1800000,16 a 30 años,armenia,quindio,4.5317731246304,-75.66593170166
4,https://www.fincaraiz.com.co/local-en-arriendo-armenia/7806843,local,,1,100.0,3000000,,armenia,quindio,4.54423680693017,-75.680722669226
0,https://www.fincaraiz.com.co/oficina-en-arriendo/10518293,oficina,,1,6.0,860000,16 a 30 años,armenia,quindio,4.5419018368533,-75.662777423859
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191220664,apartamento,3,5,107.0,1300000,1 a 8 años,armenia,quindio,4.534384,-75.670853
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191161687,apartamento,2,3,76.0,1900000,1 a 8 años,armenia,quindio,4.5761063,-75.647784
5,https://www.fincaraiz.com.co/casa-en-arriendo/191246553,casa,3,3,125.0,1600000,1 a 8 años,armenia,quindio,4.4525786,-75.7810877
4,https://www.fincaraiz.com.co/local-en-arriendo/10518367,local,2,,80.0,3500000,,armenia,quindio,4.5316558179792,-75.674257278442
0,https://www.fincaraiz.com.co/apartamento-en-arriendo/11014227,apartamento,1,2,43.0,950000,9 a 15 años,armenia,quindio,4.5089626511052,-75.692811001009
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/11110211,apartaestudio,1,1,37.0,1476000,,armenia,quindio,4.5654735507103,-75.65397977829
110,https://www.fincaraiz.com.co/oficina-en-arriendo/10628417,oficina,2,1,210.0,4800000,1 a 8 años,armenia,quindio,4.5357414094747,-75.675587654114
5,https://www.fincaraiz.com.co/local-en-arriendo/7485984,local,4,1,280.0,9900000,16 a 30 años,armenia,quindio,4.54621999033891,-75.6610500812531
5,https://www.fincaraiz.com.co/local-en-arriendo/10096880,local,1,1,125.3,6700000,menor a 1 año,armenia,quindio,4.5411013,-75.6641587
3,https://www.fincaraiz.com.co/casa-en-arriendo/191323316,casa,1,3,70.0,750000,9 a 15 años,armenia,quindio,4.5126675462078,-75.693717598189
4,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/10641773,apartaestudio,1,1,54.0,1500000,1 a 8 años,armenia,quindio,4.5363173,-75.6632917
3,https://www.fincaraiz.com.co/local-en-arriendo/10518309,local,,1,54.0,3220000,1 a 8 años,armenia,quindio,4.5177721728159,-75.784271739267
100,https://www.fincaraiz.com.co/casa-campestre-en-arriendo/191251477,casa_campestre,2,4,200.0,7500000,,armenia,quindio,4.596326,-75.6456388
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10337262,apartamento,2,3,117.0,3500000,1 a 8 años,armenia,quindio,4.55950583100022,-75.6448602676392
2,https://www.fincaraiz.com.co/casa-en-arriendo/191418709,casa,1,3,60.0,700000,,armenia,quindio,4.5148331,-75.6921568
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191198557,apartamento,1,2,43.0,1100000,,armenia,quindio,4.5363173,-75.6632917
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191323282,apartamento,2,3,57.0,1400000,1 a 8 años,armenia,quindio,4.575153516377,-75.637965538342
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/10701809,apartaestudio,1,1,38.03,950000,más de 30 años,armenia,quindio,4.5497711,-75.6586499
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191402781,apartamento,1,2,45.0,1100000,1 a 8 años,armenia,quindio,4.533649,-75.700075
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo-armenia/7347566,apartaestudio,1,1,40.0,1938000,1 a 8 años,armenia,quindio,4.56772565841675,-75.6547698974609
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191368064,apartamento,2,3,60.0,850000,1 a 8 años,armenia,quindio,4.5156072,-75.7038859
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191267668,apartamento,1,2,48.0,600000,1 a 8 años,armenia,quindio,4.5334442,-75.6957042
3,https://www.fincaraiz.com.co/local-en-arriendo/10957342,local,1,1,10.0,600000,16 a 30 años,armenia,quindio,4.531318916079,-75.672706961632
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/191315148,apartaestudio,1,1,40.0,200000,,armenia,quindio,4.5439339133404,-75.65768122673
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/11021377,apartamento,3,4,126.0,2800000,más de 30 años,armenia,quindio,4.5559665386452,-75.657400278233
5,https://www.fincaraiz.com.co/casa-en-arriendo/11053894,casa,2,1,120.0,2500000,16 a 30 años,armenia,quindio,4.5470116323971,-75.660599612207
3,https://www.fincaraiz.com.co/local-en-arriendo/10670092,local,1,1,26.85,1400000,9 a 15 años,armenia,quindio,4.5327467,-75.6719515
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/10893922,apartamento,2,3,84.0,950000,más de 30 años,armenia,quindio,4.5376505064798,-75.678049921989
5,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/8244175,apartamento,2,3,58.0,1300000,,armenia,quindio,4.5586832441039,-75.661786255236
4,https://www.fincaraiz.com.co/casa-campestre-en-arriendo/191255984,casa_campestre,4,4,260.0,5000000,,armenia,quindio,4.4986755032977,-75.726899629074
5,https://www.fincaraiz.com.co/local-en-arriendo/191331152,local,1,,100.0,5530000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
3,https://www.fincaraiz.com.co/local-en-arriendo/10752037,local,1,1,35.0,600000,menor a 1 año,armenia,quindio,4.526339942941,-75.714684566859
5,https://www.fincaraiz.com.co/casa-campestre-en-arriendo/191331194,casa_campestre,4,3,140.0,4910000,1 a 8 años,armenia,quindio,4.463333,-75.739722
4,https://www.fincaraiz.com.co/bodega-en-arriendo/10472574,bodega,2,1,280.0,8000000,,armenia,quindio,4.5312280060156,-75.674021244049
110,https://www.fincaraiz.com.co/local-en-arriendo/10918945,local,3,1,520.0,17000000,,armenia,quindio,4.5346077136269,-75.676639080048
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191330408,apartamento,2,3,55.0,1300000,,armenia,quindio,4.5747098,-75.6383271
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/10525060,apartamento,1,1,50.0,2100000,más de 30 años,armenia,quindio,4.53145,-75.673574
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191333893,apartamento,2,3,56.0,1400000,1 a 8 años,armenia,quindio,4.53461,-75.67518
110,https://www.fincaraiz.com.co/local-en-arriendo/11104038,local,3,,400.0,4300000,1 a 8 años,armenia,quindio,4.5363585,-75.6632458
4,https://www.fincaraiz.com.co/local-en-arriendo/11093744,local,,,338.0,7500000,más de 30 años,armenia,quindio,4.5568147888284,-75.656786007479
4,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/10922926,apartaestudio,1,1,45.0,700000,1 a 8 años,armenia,quindio,4.5718690088483,-75.6471991539
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10138075,apartamento,1,2,62.0,2000000,1 a 8 años,armenia,quindio,4.5577537,-75.6578102
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191363510,apartamento,2,3,55.26,1250000,1 a 8 años,armenia,quindio,4.5363173,-75.6632917
5,https://www.fincaraiz.com.co/local-en-arriendo/10518251,local,1,1,60.0,2825000,16 a 30 años,armenia,quindio,4.5455916541087,-75.66081404686
3,https://www.fincaraiz.com.co/casa-en-arriendo/191299365,casa,2,3,95.0,700000,16 a 30 años,armenia,quindio,4.5349554,-75.6887495
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/11109814,apartamento,2,2,61.0,2000000,,armenia,quindio,4.5507573637837,-75.653786659241
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10905912,apartamento,2,3,89.55,1500000,más de 30 años,armenia,quindio,4.554721,-75.6572561
5,https://www.fincaraiz.com.co/oficina-en-arriendo/10472719,oficina,1,1,34.0,2400000,,armenia,quindio,4.5651825,-75.6500149
6,https://www.fincaraiz.com.co/local-en-arriendo/10932461,local,,1,1.0,750000,,armenia,quindio,4.533103,-75.663206
6,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/10815573,apartaestudio,1,1,37.0,1600000,menor a 1 año,armenia,quindio,4.5656025,-75.6540028
6,https://www.fincaraiz.com.co/oficina-en-arriendo/10819971,oficina,2,1,42.0,1220000,más de 30 años,armenia,quindio,4.533303,-75.674105
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191302857,apartamento,3,3,117.0,2100000,1 a 8 años,armenia,quindio,4.5513199,-75.6583799
4,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/191366850,apartaestudio,1,1,40.0,1212000,,armenia,quindio,4.5604754,-75.6579347
6,https://www.fincaraiz.com.co/casa-en-arriendo/191373346,casa,4,5,350.0,6500000,16 a 30 años,armenia,quindio,4.553796,-75.656383
3,https://www.fincaraiz.com.co/casa-en-arriendo/191230631,casa,2,3,62.0,970000,16 a 30 años,armenia,quindio,4.5189871290508,-75.703305602074
6,https://www.fincaraiz.com.co/lote-en-arriendo/10909351,lote,,,250.0,2300000,,armenia,quindio,4.536868,-75.66971
5,https://www.fincaraiz.com.co/local-en-arriendo/10518371,local,,1,22.0,2550000,1 a 8 años,armenia,quindio,4.4501317034188,-75.722579956055
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/11070244,apartamento,2,2,65.0,1600000,1 a 8 años,armenia,quindio,4.5777332740634,-75.645324533398
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/11033829,apartamento,1,2,48.0,650000,1 a 8 años,armenia,quindio,4.5410254,-75.7011721
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/11105709,apartamento,2,2,57.0,1800000,1 a 8 años,armenia,quindio,4.5490219442127,-75.659139588497
2,https://www.fincaraiz.com.co/apartamento-en-arriendo/191256036,apartamento,1,2,38.0,600000,,armenia,quindio,4.5347026,-75.6867069
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191330822,apartamento,2,2,90.0,2300000,1 a 8 años,armenia,quindio,4.5679046393294,-75.651125748783
110,https://www.fincaraiz.com.co/local-en-arriendo/10586827,local,2,1,198.0,3000000,,armenia,quindio,4.531791620504,-75.674702969187
110,https://www.fincaraiz.com.co/consultorio-en-arriendo/191378342,consultorio,1,1,27.0,1670000,más de 30 años,armenia,quindio,4.5440522,-75.6615922
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191055029,apartamento,2,3,75.0,2000000,1 a 8 años,armenia,quindio,4.5363173,-75.6632917
110,https://www.fincaraiz.com.co/local-en-arriendo/11079866,local,5,1,320.0,12500000,16 a 30 años,armenia,quindio,4.5341210794861,-75.671489238739
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191331029,apartamento,4,3,151.0,4450000,1 a 8 años,armenia,quindio,4.5677782,-75.6511172
6,https://www.fincaraiz.com.co/apartamento-en-arriendo/191368531,apartamento,3,3,131.0,4700000,menor a 1 año,armenia,quindio,4.5475393,-75.6548389
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191271119,apartamento,2,3,115.0,4600000,1 a 8 años,armenia,quindio,4.5436042,-75.657913
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191168352,apartamento,2,3,70.0,2000000,menor a 1 año,armenia,quindio,4.5388066,-75.662943
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191412627,apartamento,1,1,43.0,1990000,1 a 8 años,armenia,quindio,4.5778868,-75.646456
3,https://www.fincaraiz.com.co/local-en-arriendo/191410308,local,1,,32.0,1100000,más de 30 años,armenia,quindio,4.5377919473201,-75.672677048153
1,https://www.fincaraiz.com.co/local-en-arriendo/191410095,local,2,,160.0,2300000,más de 30 años,armenia,quindio,4.5379550491792,-75.67246783585
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/191368261,apartaestudio,1,1,57.0,1000000,16 a 30 años,armenia,quindio,4.5483578,-75.6621292
4,https://www.fincaraiz.com.co/casa-en-arriendo/191371679,casa,2,3,80.0,1300000,16 a 30 años,armenia,quindio,4.5563488,-75.6643946
5,https://www.fincaraiz.com.co/local-en-arriendo/191294286,local,3,,286.0,5000000,9 a 15 años,armenia,quindio,4.5471394,-75.6626683
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191254222,apartamento,3,4,110.0,2800000,1 a 8 años,armenia,quindio,4.5606885,-75.6520684
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/7845324,apartamento,2,2,65.0,1550000,menor a 1 año,armenia,quindio,4.53013708436245,-75.6892776489258
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/10199847,apartamento,1,3,59.0,770000,9 a 15 años,armenia,quindio,4.5374205594889,-75.688671561682
5,https://www.fincaraiz.com.co/local-en-arriendo/10628481,local,,1,12.5,890000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191299876,apartamento,2,3,55.0,1300000,menor a 1 año,armenia,quindio,4.5500311,-75.6539386
2,https://www.fincaraiz.com.co/apartamento-en-arriendo/191078214,apartamento,1,2,36.0,600000,1 a 8 años,armenia,quindio,4.5334442,-75.6957042
5,https://www.fincaraiz.com.co/habitacion-en-arriendo/191091175,habitacion,1,,15.0,550000,1 a 8 años,armenia,quindio,4.5584059203418,-75.65663581642
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10069571,apartamento,2,3,105.0,3800000,1 a 8 años,armenia,quindio,4.54972609214113,-75.6539780495202
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191299828,apartamento,1,2,40.0,700000,9 a 15 años,armenia,quindio,4.5350004,-75.6756888
4,https://www.fincaraiz.com.co/casa-en-arriendo/191325051,casa,3,3,100.0,1700000,9 a 15 años,armenia,quindio,4.567065,-75.6516025
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10807968,apartamento,3,3,94.0,2800000,menor a 1 año,armenia,quindio,4.53749542595908,-75.6643867492676
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191427425,apartamento,2,3,57.0,1200000,1 a 8 años,armenia,quindio,4.5105668,-75.7109777
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10969220,apartamento,2,1,92.0,2800000,1 a 8 años,armenia,quindio,4.4876968195389,-75.701830387116
3,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/7743285,apartamento,1,2,50.0,800000,,armenia,quindio,4.54328918457031,-75.686393737793
4,https://www.fincaraiz.com.co/local-en-arriendo/10858171,local,,1,145.0,4300000,1 a 8 años,armenia,quindio,4.51412066791338,-75.6976783275604
6,https://www.fincaraiz.com.co/casa-en-arriendo/191226943,casa,4,3,250.0,6555200,1 a 8 años,armenia,quindio,4.530094032444,-75.672025271363
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191185880,apartamento,2,2,70.0,1800000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
4,https://www.fincaraiz.com.co/casa-campestre-en-arriendo/10385473,casa_campestre,4,3,140.0,3200000,menor a 1 año,armenia,quindio,4.4862050265232,-75.702716172622
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10084851,apartamento,1,1,40.0,1600000,1 a 8 años,armenia,quindio,4.55171456678635,-75.6567371938968
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/191243699,apartaestudio,1,1,42.0,900000,,armenia,quindio,4.558419,-75.660368
5,https://www.fincaraiz.com.co/oficina-en-arriendo-armenia/7738738,oficina,1,1,77.0,4435000,1 a 8 años,armenia,quindio,4.5632026203025,-75.6520753434884
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191355844,apartamento,2,3,64.0,960000,16 a 30 años,armenia,quindio,4.5164979,-75.6956711
3,https://www.fincaraiz.com.co/local-en-arriendo/191117831,local,1,,110.0,1800000,más de 30 años,armenia,quindio,4.5377924,-75.6747071
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10850750,apartamento,2,3,140.0,2500000,más de 30 años,armenia,quindio,4.55863419753751,-75.6559430726879
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191263304,apartamento,2,2,65.29,1700000,menor a 1 año,armenia,quindio,4.5780635,-75.6447974
7,https://www.fincaraiz.com.co/casa-campestre-en-arriendo/191152163,casa_campestre,3,3,450.0,2950000,más de 30 años,armenia,quindio,4.4798228,-75.7485397
6,https://www.fincaraiz.com.co/oficina-en-arriendo/10805856,oficina,1,1,100.0,7465000,1 a 8 años,armenia,quindio,4.55005382730313,-75.6591529909572
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191181288,apartamento,2,3,56.0,850000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
5,https://www.fincaraiz.com.co/habitacion-en-arriendo/10970080,habitacion,1,3,70.0,450000,9 a 15 años,armenia,quindio,4.54244706091047,-75.6665422324306
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10918293,apartamento,2,3,90.0,3000000,1 a 8 años,armenia,quindio,4.55002475503907,-75.6594837201659
1,https://www.fincaraiz.com.co/oficina-en-arriendo/191229287,oficina,2,,50.0,1359932,,armenia,quindio,4.5341302,-75.6734474
3,https://www.fincaraiz.com.co/bodega-en-arriendo/191053000,bodega,3,,950.0,12000000,,armenia,quindio,4.5350004,-75.6756888
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191061313,apartamento,2,3,70.0,2385900,menor a 1 año,armenia,quindio,4.5360002315365,-75.665855945044
5,https://www.fincaraiz.com.co/local-en-arriendo/10967253,local,1,1,26.0,1200000,1 a 8 años,armenia,quindio,4.55670519370983,-75.6616959064603
5,https://www.fincaraiz.com.co/habitacion-en-arriendo/10078446,habitacion,1,1,30.0,700000,menor a 1 año,armenia,quindio,4.56136673816687,-75.6520700454712
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191102522,apartamento,2,2,88.0,1900000,1 a 8 años,armenia,quindio,4.5778868,-75.646456
4,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/7768827,apartamento,2,2,78.0,3500000,1 a 8 años,armenia,quindio,4.54179000854492,-75.6592864990234
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/10293723,apartamento,2,3,72.0,2600000,menor a 1 año,armenia,quindio,4.53162907973894,-75.6735008932802
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191178961,apartamento,1,2,43.0,1100000,menor a 1 año,armenia,quindio,4.5363173,-75.6632917
4,https://www.fincaraiz.com.co/habitacion-en-arriendo/191299742,habitacion,,,10.0,550000,menor a 1 año,armenia,quindio,4.5658880905964,-75.642587812012
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10947619,apartamento,1,1,65.0,1300000,menor a 1 año,armenia,quindio,4.53468792801428,-75.6728303432465
6,https://www.fincaraiz.com.co/apartamento-en-arriendo/10754520,apartamento,2,1,54.64,2800000,menor a 1 año,armenia,quindio,4.54329141504557,-75.654427210502
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191349671,apartamento,2,3,80.0,2100000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
3,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/7743293,apartamento,1,2,50.0,800000,menor a 1 año,armenia,quindio,4.54328918457031,-75.686393737793
4,https://www.fincaraiz.com.co/local-en-arriendo/10804576,local,2,1,359.0,15500000,1 a 8 años,armenia,quindio,4.5363777757039,-75.669965803791
4,https://www.fincaraiz.com.co/casa-en-arriendo/191110376,casa,4,3,200.0,2500000,16 a 30 años,armenia,quindio,4.5407065,-75.6680037
6,https://www.fincaraiz.com.co/apartamento-en-arriendo/10970171,apartamento,2,2,78.0,2000000,1 a 8 años,armenia,quindio,4.55027207741759,-75.6564722210169
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191051984,apartamento,1,1,37.82,1800000,menor a 1 año,armenia,quindio,4.5388066,-75.662943
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191259276,apartamento,2,2,56.92,1700000,menor a 1 año,armenia,quindio,4.5388066,-75.662943
3,https://www.fincaraiz.com.co/local-en-arriendo-armenia/7693601,local,,1,3857.0,1000000,,armenia,quindio,4.53505356584306,-75.6997245067797
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191221350,apartamento,2,2,65.0,1850000,menor a 1 año,armenia,quindio,4.5431287415249,-75.668994006299
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191309113,apartamento,2,2,44.0,1100000,1 a 8 años,armenia,quindio,4.5666023,-75.6523172
4,https://www.fincaraiz.com.co/bodega-en-arriendo/191402156,bodega,3,,250.0,3700000,,armenia,quindio,4.5367942,-75.6667534
4,https://www.fincaraiz.com.co/local-en-arriendo/191406874,local,1,,150.0,3800000,9 a 15 años,armenia,quindio,4.5399006,-75.6694072
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191280494,apartamento,2,3,56.0,1100000,1 a 8 años,armenia,quindio,4.574399,-75.6445803
2,https://www.fincaraiz.com.co/apartamento-en-arriendo/191278524,apartamento,2,3,55.08,900000,menor a 1 año,armenia,quindio,4.5110516,-75.6980943
4,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/10964064,apartaestudio,1,1,30.0,670000,1 a 8 años,armenia,quindio,4.53399037917238,-75.7019000594587
100,https://www.fincaraiz.com.co/casa-campestre-en-arriendo/10454188,casa_campestre,2,3,140.0,4600000,1 a 8 años,armenia,quindio,4.48620502652316,-75.702716172622
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191104343,apartamento,2,3,96.0,2600000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191104369,apartamento,2,2,65.0,1600000,1 a 8 años,armenia,quindio,4.5350004,-75.6756888
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191266643,apartamento,2,3,76.0,2000000,menor a 1 año,armenia,quindio,4.5761063,-75.647784
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10763215,apartamento,2,1,55.0,1900000,1 a 8 años,armenia,quindio,4.54986967718,-75.656066536903
1,https://www.fincaraiz.com.co/apartaestudio-en-arriendo-armenia/7846845,apartaestudio,1,1,15.0,400010,1 a 8 años,armenia,quindio,4.52665710449219,-75.6923065185547
5,https://www.fincaraiz.com.co/habitacion-en-arriendo/7674737,habitacion,10,10,9.0,480000,9 a 15 años,armenia,quindio,4.55526256561279,-75.655029296875
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191276616,apartamento,2,2,51.35,1200000,menor a 1 año,armenia,quindio,4.54152,-75.67447
5,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/7843981,apartamento,2,2,78.0,2500000,,armenia,quindio,4.52661418914795,-75.692268371582
4,https://www.fincaraiz.com.co/casa-en-arriendo/191248936,casa,3,5,100.0,1500000,16 a 30 años,armenia,quindio,4.5363173,-75.6632917
6,https://www.fincaraiz.com.co/apartamento-en-arriendo/191395257,apartamento,2,2,77.0,1600000,9 a 15 años,armenia,quindio,4.5513095,-75.6572274
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191147442,apartamento,2,2,46.0,1220000,menor a 1 año,armenia,quindio,4.5724522,-75.6462134
3,https://www.fincaraiz.com.co/apartamento-en-arriendo/191104934,apartamento,2,3,65.0,1000000,1 a 8 años,armenia,quindio,4.5170937,-75.7161468
1,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/7773409,apartamento,1,3,50.0,351000,9 a 15 años,armenia,quindio,4.51405382156372,-75.7115707397461
1,https://www.fincaraiz.com.co/apartamento-en-arriendo/191375167,apartamento,1,3,44.0,640000,1 a 8 años,armenia,quindio,4.5136869,-75.7144481
3,https://www.fincaraiz.com.co/consultorio-en-arriendo-armenia/7468710,consultorio,1,1,31.0,1700000,menor a 1 año,armenia,quindio,4.53477573394775,-75.6757583618164
5,https://www.fincaraiz.com.co/local-en-arriendo/10815284,local,1,1,87.5,6000000,menor a 1 año,armenia,quindio,4.544046212029,-75.6576704993534
6,https://www.fincaraiz.com.co/apartamento-en-arriendo/191373056,apartamento,2,2,61.89,2000000,menor a 1 año,armenia,quindio,4.5502717,-75.6541108
5,https://www.fincaraiz.com.co/apartaestudio-en-arriendo/191148585,apartaestudio,1,1,40.0,1450000,menor a 1 año,armenia,quindio,4.5381953,-75.6628579
3,https://www.fincaraiz.com.co/casa-en-arriendo/191057313,casa,4,5,128.0,2800000,16 a 30 años,armenia,quindio,4.5396724629274,-75.674070835057
2,https://www.fincaraiz.com.co/apartamento-en-arriendo/10948558,apartamento,1,1,30.0,720000,menor a 1 año,armenia,quindio,4.53436707041145,-75.7017123699188
0,https://www.fincaraiz.com.co/apartamento-en-arriendo-armenia/7840387,apartamento,2,2,65.0,2500000,,armenia,quindio,4.56488704681396,-75.6534957885742
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191105417,apartamento,3,3,100.0,1100000,16 a 30 años,armenia,quindio,4.5315860279092,-75.674707480377
5,https://www.fincaraiz.com.co/casa-en-arriendo/10970401,casa,4,3,204.0,3100000,9 a 15 años,armenia,quindio,4.56272388900004,-75.6445385599999
3,https://www.fincaraiz.com.co/bodega-en-arriendo-armenia/7741594,bodega,1,1,42.0,1500000,16 a 30 años,armenia,quindio,4.5388607978821,-75.675064086914
5,https://www.fincaraiz.com.co/habitacion-en-arriendo/191097204,habitacion,1,,16.0,550000,1 a 8 años,armenia,quindio,4.5583955163935,-75.656584769648
5,https://www.fincaraiz.com.co/local-en-arriendo/191331465,local,1,,23.35,1500000,menor a 1 año,armenia,quindio,4.4870824,-75.7035188
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/191178832,apartamento,4,3,180.0,2500000,16 a 30 años,armenia,quindio,4.559253,-75.6545809
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191247368,apartamento,1,2,60.0,1000000,9 a 15 años,armenia,quindio,4.5363173,-75.6632917
4,https://www.fincaraiz.com.co/apartamento-en-arriendo/191102470,apartamento,1,1,53.0,1500000,1 a 8 años,armenia,quindio,4.5778868,-75.646456
2,https://www.fincaraiz.com.co/apartamento-en-arriendo/191226902,apartamento,1,2,51.7,550000,16 a 30 años,armenia,quindio,4.5167996288098,-75.715037175125
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10860668,apartamento,2,3,96.0,3500000,menor a 1 año,armenia,quindio,4.5304522123734,-75.6752845598952
5,https://www.fincaraiz.com.co/apartamento-en-arriendo/10961983,apartamento,2,2,54.9,1800000,menor a 1 año,armenia,quindio,4.53865050765831,-75.6630886016852
5,https://www.fincaraiz.com.co/casa-en-arriendo/10877953,casa,4,3,140.0,4300000,menor a 1 año,armenia,quindio,4.46330966256614,-75.7394027709961
6,https://www.fincaraiz.com.co/casa-en-arriendo/191149504,casa,5,4,320.0,5500000,16 a 30 años,armenia,quindio,4.5270430928578,-75.701867159985
6,https://www.fincaraiz.com.co/casa-en-arriendo/10832118,casa,3,3,160.0,3200000,9 a 15 años,armenia,quindio,4.56128117932241,-75.6549397185427
