estrato,url,tipo,baths,rooms,area,precio,antiguedad,ciudad,departamento,lat,long
3,https://www.ciencuadras.com//inmueble/bodega-en-arriendo-en-br-ciudad-dorada-armenia-2919001,bodega,0,0,740.0,19000000,7,armenia,quindío,4.52751398,-75.7115376
,https://www.ciencuadras.com//inmueble/casa-campestre-en-arriendo-en-armenia-armenia-3077140,casa_campestre,4,3,328.0,5800000,9,armenia,quindío,4.5147284,-75.725745
5,https://www.ciencuadras.com//inmueble/apartaestudio-en-arriendo-en-fundadores-armenia-3069220,apartaestudio,1,1,38.0,1545000,1,armenia,quindío,4.546521857787,-75.661520711622
5,https://www.ciencuadras.com//inmueble/apartamento-en-arriendo-en-los-laureles-armenia-3082850,apartamento,4,3,170.0,4321000,10,armenia,quindío,4.5611975669159,-75.655376328902
5,https://www.ciencuadras.com//inmueble/apartamento-en-arriendo-en-a-s-d--armenia-3050333,apartamento,2,2,65.0,1600000,2,armenia,quindío,4.5777332740634,-75.645324533398
5,https://www.ciencuadras.com//inmueble/apartamento-en-arriendo-en-cr-santa-clara-armenia-3104684,apartamento,2,4,89.0,2550000,1,armenia,quindío,4.5658778139138,-75.653874925112
4,https://www.ciencuadras.com//inmueble/local-en-arriendo-en-br-la-cecilia-et-iii-armenia-2955210,local,1,0,128.8,6500000,24,armenia,quindío,4.5282921395865,-75.71812748909
4,https://www.ciencuadras.com//inmueble/apartamento-en-arriendo-en-armenia-armenia-3088121,apartamento,2,3,95.77,2200000,2,armenia,quindío,4.5350004,-75.6756888
6,https://www.ciencuadras.com//inmueble/casa-en-arriendo-en-el-nogal-armenia-2959527,casa,4,5,350.0,5700000,6,armenia,quindío,4.55338316,-75.65646576
5,https://www.ciencuadras.com//inmueble/consultorio-en-arriendo-en-alcazar-armenia-3048548,consultorio,1,0,38.11,2790000,0,armenia,quindío,4.5463522824259,-75.660492791416
5,https://www.ciencuadras.com//inmueble/apartamento-en-arriendo-en-asentamiento-simon-bolivar-armenia-3018735,apartamento,2,3,72.12,2100000,1,armenia,quindío,4.54165924,-75.66309846
4,https://www.ciencuadras.com//inmueble/local-en-arriendo-en-fundadores-armenia-2541356,local,0,0,30.0,1800000,35,armenia,quindío,4.54233474,-75.66340359
